Material;Material Group;Billing doc. date;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Business Group1;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Region1;Sales document;Sales doc. type;Plant;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg; Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;Overhead Group;IPI %;II %
LZ95\BOX;LZ95;12/10/2020;12/01/2020;12/14/2020;12/11/2020;12/10/2020;12/10/2020;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3824.99.89;BR/PR;Paraná;3657392;ZOR;P105;BRONZE;N30;STOCK ITEM;15,0;252,59;3788,92;256,00;3839,97;295,10;4426,48;217,67667;1,436;219,11267;0;0,1834;BRL;1;T163;;10;14
LZ95\BOX;LZ95;12/22/2020;12/01/2020;12/23/2020;12/23/2020;12/22/2020;12/22/2020;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3824.99.89;BR/SP;São Paulo;3652934;ZOR;P105;BRONZE;N60;STOCK ITEM;30,0;244,02;7320,63;249,82;7494,61;343,40;10301,86;217,67667;1,436;219,11267;0;0,1834;BRL;1;T163;;10;14
LZ96\PJ6;LZ96;01/05/2018;01/01/2018;11/20/2017;01/08/2018;01/05/2018;01/05/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3016133;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;51,52;5152,47;52,79;5278,50;60,85;6084,73;42,1768;2,7888;44,9656;0;0,30488;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;01/29/2018;01/01/2018;12/04/2017;01/31/2018;01/29/2018;01/29/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3016137;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;50,14;5014,09;51,37;5136,74;59,21;5921,31;42,1768;2,7888;44,9656;0;0,30488;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;03/29/2018;03/01/2018;12/18/2017;04/04/2018;03/29/2018;03/29/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3016139;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;53,22;5321,88;54,52;5452,07;62,85;6284,80;32,8176;2,8552;35,6728;0;0,31085;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;05/30/2018;05/01/2018;01/05/2018;06/04/2018;05/30/2018;05/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3016144;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;59,45;5945,00;60,90;6090,42;70,21;7020,66;40,9924;3,056;44,0484;0;0,29262;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;07/05/2018;07/01/2018;01/22/2018;07/09/2018;07/05/2018;07/05/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3016149;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;62,27;6227,12;63,79;6379,45;73,54;7353,83;49,3316;3,1576;52,4892;0;0,2684;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;07/23/2018;07/01/2018;04/04/2018;07/25/2018;07/23/2018;07/23/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3102264;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;100,0;60,25;6025,43;61,73;6172,81;71,16;7115,64;49,3316;3,1576;52,4892;0;0,2684;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;10/30/2018;10/01/2018;04/19/2018;11/01/2018;10/30/2018;10/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3102271;ZOR;P105;FIRST DI;N120;STOCK ITEM;100,0;57,98;5798,20;61,81;6181,20;71,25;7125,30;53,6676;3,3784;57,046;0;0,24467;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;11/27/2018;11/01/2018;05/04/2018;11/28/2018;11/27/2018;11/27/2018;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3102273;ZOR;P105;FIRST DI;N120;STOCK ITEM;100,0;61,63;6162,85;65,70;6569,93;75,73;7573,41;51,7424;2,9912;54,7336;0;0,2596;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;01/07/2019;01/01/2019;05/21/2018;01/09/2019;01/07/2019;01/07/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3102286;ZOR;P105;FIRST DI;N120;STOCK ITEM;100,0;59,99;5998,91;63,95;6395,15;73,72;7371,94;50,2108;2,69;52,9008;0;0,25791;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;01/24/2019;01/01/2019;03/11/2019;01/25/2019;01/24/2019;01/24/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3300171;ZOR;P105;FIRST DI;N120;STOCK ITEM;100,0;60,57;6057,48;64,58;6457,61;74,44;7443,93;50,2108;2,69;52,9008;0;0,25791;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;02/08/2019;02/01/2019;04/15/2019;02/11/2019;02/08/2019;02/08/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3300174;ZOR;P105;FIRST DI;N120;STOCK ITEM;100,0;59,30;5929,74;63,21;6321,43;72,87;7286,95;50,5464;2,7568;53,3032;0;0,26204;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;04/04/2019;04/01/2019;04/03/2019;04/05/2019;04/04/2019;04/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3316367;ZOR;P105;GOLD;N120;STOCK ITEM;100,0;61,28;6128,03;65,33;6532,81;75,31;7530,62;49,9096;2,814;52,7236;0;0,26215;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;04/30/2019;04/01/2019;05/03/2019;05/03/2019;04/30/2019;04/30/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3316368;ZOR;P105;GOLD;N120;STOCK ITEM;100,0;62,76;6275,90;66,90;6690,45;77,12;7712,33;49,9096;2,814;52,7236;0;0,26215;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;05/13/2019;05/01/2019;05/15/2019;05/15/2019;05/13/2019;05/13/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3367708;ZOR;P105;FIRST DI;N120;STOCK ITEM;150,0;63,10;9464,91;67,27;10090,11;77,54;11631,26;50,8648;2,8488;53,7136;0;0,25389;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;08/01/2019;08/01/2019;06/05/2019;07/30/2019;07/29/2019;08/01/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3367710;ZOR;P105;GOLD;N120;STOCK ITEM;150,0;60,03;9003,80;63,99;9598,56;73,76;11064,62;51,1856;2,6044;53,79;0;0,26337;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;08/29/2019;08/01/2019;08/14/2019;08/30/2019;08/29/2019;08/29/2019;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3430572;ZOR;P105;FIRST DI;N120;STOCK ITEM;150,0;66,26;9938,91;70,64;10595,42;81,42;12213,74;51,1856;2,6044;53,79;0;0,26337;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;01/23/2020;01/01/2020;07/03/2019;01/24/2020;01/23/2020;01/23/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3367713;ZOR;P105;GOLD;N120;STOCK ITEM;150,0;66,78;10017,59;71,20;10679,30;82,07;12310,43;58,8908;3,0016;61,8924;0;0,24275;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;05/29/2020;05/01/2020;09/11/2019;06/01/2020;05/29/2020;05/29/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3430573;ZOR;P105;GOLD;N120;STOCK ITEM;50,0;86,20;4309,80;90,33;4516,45;104,13;5206,28;73,2972;3,9196;77,2168;0;0,18639;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;06/18/2020;06/01/2020;06/19/2020;06/19/2020;06/18/2020;06/18/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3591859;ZOR;P105;GOLD;N120;STOCK ITEM;50,0;84,73;4236,72;89,23;4461,44;102,86;5142,88;78,146;3,8224;81,9684;0;0,17992;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;07/03/2020;07/01/2020;11/06/2019;07/06/2020;07/03/2020;07/03/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3484051;ZOR;P105;GOLD;N120;STOCK ITEM;100,0;85,59;8558,81;90,13;9012,80;103,89;10389,41;71,37;3,7628;75,1328;0;0,18449;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;08/20/2020;08/01/2020;01/15/2020;08/21/2020;08/20/2020;08/20/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3484053;ZOR;P105;GOLD;N120;STOCK ITEM;150,0;88,62;13292,87;93,32;13997,99;107,57;16136,01;68,2352;3,7616;71,9968;0;0,19143;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;09/29/2020;09/01/2020;09/30/2020;09/30/2020;09/29/2020;09/29/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3627834;ZOR;P105;GOLD;N120;STOCK ITEM;50,0;90,15;4507,68;94,94;4746,79;109,44;5471,80;68,5592;4,1064;72,6656;0;0,18596;BRL;1;T163;;5;14
LZ96\PJ6;LZ96;09/29/2020;09/01/2020;09/30/2020;09/30/2020;09/29/2020;09/29/2020;CA;Performance Coatings;C5;Paints & Coatings;K5;Protective Ctgs;3402.90.19;BR/RS;Rio Grande do Sul;3627835;ZOR;P105;GOLD;N120;STOCK ITEM;50,0;90,15;4507,68;94,94;4746,79;109,44;5471,80;68,5592;4,1064;72,6656;0;0,18596;BRL;1;T163;;5;14
LZ97\PAI;LZ97;02/01/2018;02/01/2018;02/02/2018;02/02/2018;02/01/2018;02/01/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3086460;ZOR;P105;FIRST DI;N45;STOCK ITEM;150,0;52,65;7897,98;55,39;8308,51;76,14;11420,63;47,9416;0;47,9416;0;0,31171;BRL;1;T163;;5;14
LZ97\PAI;LZ97;02/15/2018;02/01/2018;02/16/2018;02/16/2018;02/15/2018;02/15/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3070637;ZOR;P105;FIRST DI;N45;STOCK ITEM;75,0;54,17;4062,96;56,99;4274,14;78,33;5875,11;47,9416;0;47,9416;0;0,31171;BRL;1;T163;;5;14
LZ97\PAI;LZ97;03/01/2018;03/01/2018;03/02/2018;03/02/2018;03/01/2018;03/01/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3086464;ZOR;P105;FIRST DI;N45;STOCK ITEM;150,0;54,03;8104,03;56,84;8525,26;78,12;11718,57;46,3448;0;46,3448;0;0,31128;BRL;1;T163;;5;14
LZ97\PAI;LZ97;03/01/2018;03/01/2018;04/02/2018;03/02/2018;03/01/2018;03/01/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3086459;ZOR;P105;FIRST DI;N45;STOCK ITEM;25,0;54,03;1350,67;56,83;1420,87;78,12;1953,10;46,3448;0;46,3448;0;0,31128;BRL;1;T163;;5;14
LZ97\PAI;LZ97;03/12/2018;03/01/2018;03/13/2018;03/13/2018;03/12/2018;03/12/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3134075;ZOR;P105;FIRST DI;N45;STOCK ITEM;75,0;54,11;4057,94;56,92;4268,86;78,24;5867,85;46,3448;0;46,3448;0;0,31128;BRL;1;T163;;5;14
LZ97\PAI;LZ97;04/12/2018;04/01/2018;04/13/2018;04/13/2018;04/12/2018;04/12/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3157300;ZOR;P105;FIRST DI;N45;STOCK ITEM;300,0;56,70;17008,89;59,64;17892,94;81,98;24595,11;47,8728;0;47,8728;0;0,30408;BRL;1;T163;;5;14
LZ97\PAI;LZ97;05/30/2018;05/01/2018;05/02/2018;06/04/2018;05/30/2018;05/30/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3127033;ZOR;P105;FIRST DI;N45;STOCK ITEM;350,0;62,09;21729,81;65,31;22859,26;89,78;31421,67;48,348;0;48,348;0;0,29306;BRL;1;T163;;5;14
LZ97\PAI;LZ97;07/02/2018;07/01/2018;06/04/2018;07/03/2018;07/02/2018;07/02/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3134868;ZOR;P105;FIRST DI;N45;STOCK ITEM;200,0;64,20;12839,79;67,54;13507,15;92,83;18566,54;54,5716;0;54,5716;0;0,26825;BRL;1;T163;;5;14
LZ97\PAI;LZ97;10/30/2018;10/01/2018;10/30/2018;10/30/2018;10/29/2018;10/30/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3299032;ZOR;P105;GOLD;N30;STOCK ITEM;25,0;62,43;1560,64;65,02;1625,62;89,38;2234,53;60,3536;0;60,3536;0;0,24469;BRL;1;T163;;5;14
LZ97\PAI;LZ97;10/31/2018;10/01/2018;11/01/2018;11/01/2018;10/31/2018;10/31/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3300221;ZOR;P105;FIRST DI;N30;STOCK ITEM;25,0;63,91;1597,71;66,56;1664,03;91,49;2287,33;60,3536;0;60,3536;0;0,24469;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/12/2018;11/01/2018;11/13/2018;11/13/2018;11/12/2018;11/12/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3308241;ZOR;P105;FIRST DI;N30;STOCK ITEM;50,0;64,75;3237,45;67,44;3371,84;92,70;4634,83;58,4108;0;58,4108;0;0,25944;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/19/2018;11/01/2018;11/21/2018;11/21/2018;11/19/2018;11/19/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3310925;ZOR;P105;FIRST DI;N30;STOCK ITEM;50,0;56,82;2841,12;59,36;2968,20;81,60;4080,00;58,4108;0;58,4108;0;0,25944;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/21/2018;11/01/2018;11/22/2018;11/22/2018;11/21/2018;11/21/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3314041;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;56,92;5692,28;59,47;5946,89;81,74;8174,43;58,4108;0;58,4108;0;0,25944;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/26/2018;11/01/2018;11/27/2018;11/27/2018;11/26/2018;11/26/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3316945;ZOR;P105;FIRST DI;N30;STOCK ITEM;50,0;57,66;2883,21;60,24;3012,18;82,81;4140,45;58,4108;0;58,4108;0;0,25944;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/29/2018;11/01/2018;11/30/2018;11/30/2018;11/29/2018;11/29/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3318751;ZOR;P105;FIRST DI;N30;STOCK ITEM;50,0;58,50;2924,86;61,11;3055,69;84,01;4200,26;58,4108;0;58,4108;0;0,25944;BRL;1;T163;;5;14
LZ97\PAI;LZ97;12/19/2018;12/01/2018;12/20/2018;12/20/2018;12/19/2018;12/19/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3333951;ZOR;P105;FIRST DI;N30;STOCK ITEM;75,0;59,05;4428,89;61,69;4627,00;84,80;6360,14;50,3272;0;50,3272;0;0,25972;BRL;1;T163;;5;14
LZ97\PAI;LZ97;01/14/2019;01/01/2019;01/16/2019;01/16/2019;01/15/2019;01/14/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3347925;ZOR;P105;BRONZE;N30;STOCK ITEM;100,0;56,54;5653,91;58,76;5875,77;80,77;8076,67;52,5264;0;52,5264;0;0,25785;BRL;1;T163;;5;14
LZ97\PAI;LZ97;01/17/2019;01/01/2019;01/18/2019;01/18/2019;01/17/2019;01/17/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3347927;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;56,33;5632,57;58,85;5884,53;80,89;8088,70;52,5264;0;52,5264;0;0,25785;BRL;1;T163;;5;14
LZ97\PAI;LZ97;01/22/2019;01/01/2019;01/23/2019;01/23/2019;01/22/2019;01/22/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3353194;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;57,09;5709,45;59,65;5964,84;81,99;8199,09;52,5264;0;52,5264;0;0,25785;BRL;1;T163;;5;14
LZ97\PAI;LZ97;02/14/2019;02/01/2019;02/15/2019;02/15/2019;02/14/2019;02/14/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3368779;ZOR;P105;FIRST DI;N30;STOCK ITEM;125,0;56,45;7055,95;58,97;7371,58;81,06;10132,76;52,044;0;52,044;0;0,26228;BRL;1;T163;;5;14
LZ97\PAI;LZ97;02/21/2019;02/01/2019;02/22/2019;02/22/2019;02/21/2019;02/21/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3368781;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;56,18;5617,94;58,69;5869,24;80,68;8067,68;52,044;0;52,044;0;0,26228;BRL;1;T163;;5;14
LZ97\PAI;LZ97;04/12/2019;04/01/2019;04/15/2019;04/15/2019;04/12/2019;04/12/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3409961;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;58,15;5814,68;60,75;6074,77;83,50;8350,21;48,0568;0;48,0568;0;0,26188;BRL;1;T163;;5;14
LZ97\PAI;LZ97;04/18/2019;04/01/2019;04/22/2019;04/22/2019;04/18/2019;04/18/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3409982;ZOR;P105;BRONZE;N30;STOCK ITEM;75,0;59,40;4454,77;62,05;4654,03;85,30;6397,31;48,0568;0;48,0568;0;0,26188;BRL;1;T163;;5;14
LZ97\PAI;LZ97;04/26/2019;04/01/2019;04/29/2019;04/29/2019;04/26/2019;04/26/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3409985;ZOR;P105;FIRST DI;N30;STOCK ITEM;100,0;60,15;6015,41;62,85;6284,50;86,38;8638,47;48,0568;0;48,0568;0;0,26188;BRL;1;T163;;5;14
LZ97\PAI;LZ97;05/03/2019;05/01/2019;05/06/2019;05/06/2019;05/03/2019;05/03/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3409986;ZOR;P105;FIRST DI;N30;STOCK ITEM;75,0;60,04;4502,99;62,73;4704,42;86,22;6466,56;48,8492;0;48,8492;0;0,25344;BRL;1;T163;;5;14
LZ97\PAI;LZ97;05/14/2019;05/01/2019;05/15/2019;05/15/2019;05/14/2019;05/14/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3429105;ZOR;P105;FIRST DI;N30;STOCK ITEM;75,0;60,40;4530,30;63,11;4732,93;86,74;6505,76;48,8492;0;48,8492;0;0,25344;BRL;1;T163;;5;14
LZ97\PAI;LZ97;05/20/2019;05/01/2019;05/21/2019;05/21/2019;05/20/2019;05/20/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3429107;ZOR;P105;FIRST DI;N30;STOCK ITEM;75,0;61,85;4638,73;64,62;4846,23;88,82;6661,48;48,8492;0;48,8492;0;0,25344;BRL;1;T163;;5;14
LZ97\PAI;LZ97;05/22/2019;05/01/2019;05/23/2019;05/23/2019;05/22/2019;05/22/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3440763;ZOR;P105;FIRST DI;N30;STOCK ITEM;25,0;70,05;1751,27;72,97;1824,19;100,30;2507,48;48,8492;0;48,8492;0;0,25344;BRL;1;T163;;5;14
LZ97\PAI;LZ97;06/03/2019;06/01/2019;05/28/2019;06/04/2019;06/03/2019;06/03/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3429109;ZOR;P105;FIRST DI;N30;STOCK ITEM;75,0;59,67;4475,49;62,34;4675,67;85,69;6427,05;51,6048;0;51,6048;0;0,24844;BRL;1;T163;;5;14
LZ97\PAI;LZ97;07/10/2019;07/01/2019;07/11/2019;07/11/2019;07/10/2019;07/10/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3469347;ZOR;P105;FIRST DI;N30;STOCK ITEM;25,0;64,99;1624,63;67,69;1692,28;93,05;2326,16;52,5108;0;52,5108;0;0,25656;BRL;1;T163;;5;14
LZ97\PAI;LZ97;08/07/2019;08/01/2019;08/08/2019;08/08/2019;08/07/2019;08/07/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3481565;ZOR;P105;FIRST DI;N30;STOCK ITEM;25,0;68,05;1701,21;70,88;1772,05;97,43;2435,81;49,7588;0;49,7588;0;0,26351;BRL;1;T163;;5;14
LZ97\PAI;LZ97;08/15/2019;08/01/2019;08/16/2019;08/16/2019;08/15/2019;08/15/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3484351;ZOR;P105;PREMIER;N45;STOCK ITEM;175,0;66,72;11676,48;70,19;12283,38;96,48;16884,37;49,7588;0;49,7588;0;0,26351;BRL;1;T163;;5;14
LZ97\PAI;LZ97;09/05/2019;09/01/2019;09/09/2019;09/09/2019;09/05/2019;09/05/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3484352;ZOR;P105;SILVER;N45;STOCK ITEM;150,0;68,68;10301,94;72,25;10837,41;99,31;14896,79;50,9368;0;50,9368;0;0,2484;BRL;1;T163;;5;14
LZ97\PAI;LZ97;10/01/2019;10/01/2019;10/02/2019;10/02/2019;10/01/2019;10/01/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3484354;ZOR;P105;SILVER;N45;STOCK ITEM;175,0;69,34;12134,05;72,94;12764,73;100,26;17546,03;60,0856;0;60,0856;0;0,24029;BRL;1;T163;;5;14
LZ97\PAI;LZ97;10/04/2019;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/04/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3494926;ZOR;P105;BRONZE;N10;STOCK ITEM;25,0;0,01;0,36;0,01;0,35;0,02;0,49;60,0856;0;60,0856;0;0,24029;BRL;1;T163;;5;14
LZ97\PAI;LZ97;10/25/2019;10/01/2019;10/28/2019;10/28/2019;10/25/2019;10/25/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3510874;ZOR;P105;FIRST DI;N60;STOCK ITEM;25,0;68,81;1720,37;71,79;1794,83;98,68;2467,12;60,0856;0;60,0856;0;0,24029;BRL;1;T163;;5;14
LZ97\PAI;LZ97;11/01/2019;11/01/2019;11/04/2019;11/04/2019;11/01/2019;11/01/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3484356;ZOR;P105;SILVER;N45;STOCK ITEM;150,0;66,67;10000,40;70,13;10520,19;96,40;14460,74;61,3308;0;61,3308;0;0,24607;BRL;1;T163;;5;14
LZ97\PAI;LZ97;12/04/2019;12/01/2019;12/05/2019;12/05/2019;12/04/2019;12/04/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3526040;ZOR;P105;GOLD;N60;STOCK ITEM;50,0;61,49;3074,56;64,40;3219,92;88,52;4426,01;60,0868;0;60,0868;0;0,24246;BRL;1;T163;;5;14
LZ97\PAI;LZ97;12/06/2019;12/01/2019;12/09/2019;12/09/2019;12/06/2019;12/06/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3527012;ZOR;P105;GOLD;N60;STOCK ITEM;100,0;61,68;6167,74;64,59;6459,34;88,79;8878,82;60,0868;0;60,0868;0;0,24246;BRL;1;T163;;5;14
LZ97\PAI;LZ97;12/16/2019;12/01/2019;12/17/2019;12/17/2019;12/16/2019;12/16/2019;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3529240;ZOR;P105;GOLD;N60;STOCK ITEM;100,0;59,94;5993,98;62,77;6277,38;86,29;8628,69;60,0868;0;60,0868;0;0,24246;BRL;1;T163;;5;14
LZ97\PAI;LZ97;04/30/2020;04/01/2020;05/04/2020;05/04/2020;04/30/2020;04/30/2020;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3907.20.90;BR/SP;São Paulo;3548248;ZOR;P105;SILVER;N45;STOCK ITEM;125,0;90,40;11299,47;95,09;11886,79;130,71;16339,23;56,0576;0;56,0576;0;0,2079;BRL;1;T163;;5;14
