Material;Material Group;Billing doc. date;Day;Month;Year;Quarter;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Sales document;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg;Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;IPI %;II %
800002\30A;800002;43728;20;9;2019;3;09/01/2019;09/23/2019;09/23/2019;09/20/2019;09/20/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3497357;PLATINUM;N45;STOCK ITEM;20;94.27;1885.3;97.61;1952.11;134.17;2683.31;71.722;9.9045;81.6265;0;0.25108;BRL;1;P003;10;14
800002\30A;800002;43741;3;10;2019;4;10/01/2019;10/04/2019;10/04/2019;10/03/2019;10/03/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3501739;BRONZE;N28;STOCK ITEM;20;72.7;1454.09;75.61;1512.21;103.93;2078.65;81.6995;9.925;91.6245;0;0.24033;BRL;1;P003;10;14
800002\30A;800002;43747;9;10;2019;4;10/01/2019;10/10/2019;10/10/2019;10/09/2019;10/09/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3502919;PLATINUM;N45;STOCK ITEM;20;95.75;1915.09;99.16;1983.25;136.31;2726.12;81.6995;9.925;91.6245;0;0.24033;BRL;1;P003;10;14
800002\30A;800002;43754;16;10;2019;4;10/01/2019;10/17/2019;10/17/2019;10/16/2019;10/16/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3506430;BRONZE;ZPL1;STOCK ITEM;20;69.02;1380.41;71.47;1429.3;98.23;1964.67;81.6995;9.925;91.6245;0;0.24033;BRL;1;P003;10;14
800002\30A;800002;43760;22;10;2019;4;10/01/2019;10/22/2019;10/23/2019;10/22/2019;10/22/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3509251;FIRST DI;N30;STOCK ITEM;40;66.96;2678.46;69.84;2793.66;80.51;3220.36;81.6995;9.925;91.6245;0;0.24033;BRL;1;P003;10;14
800002\30A;800002;43768;30;10;2019;4;10/01/2019;10/28/2019;10/31/2019;10/30/2019;10/30/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1004;3510285;FIRST DI;N30;STOCK ITEM;20;108.09;2161.74;111.67;2233.48;128.73;2574.61;81.6995;9.925;91.6245;0;0.24033;BRL;1;P003;10;14
800002\30A;800002;43770;1;11;2019;4;11/01/2019;11/11/2019;11/04/2019;11/01/2019;11/01/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3495780;PLATINUM;N30;STOCK ITEM;120;100.9;12108.59;103.85;12461.98;142.75;17129.87;78.893;9.547;88.44;0;0.24509;BRL;1;P003;10;14
800002\30A;800002;43773;4;11;2019;4;11/01/2019;11/05/2019;11/05/2019;11/04/2019;11/04/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3512246;PLATINUM;N45;STOCK ITEM;40;94.95;3798.13;98.33;3933.33;135.17;5406.64;78.893;9.547;88.44;0;0.24509;BRL;1;P003;10;14
800002\30A;800002;43805;6;12;2019;4;12/01/2019;12/09/2019;12/09/2019;12/06/2019;12/06/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3526663;PLATINUM;N45;STOCK ITEM;60;96.54;5792.4;99.98;5998.58;137.42;8245.48;76.723;9.9915;86.7145;0;0.24344;BRL;1;P003;10;14
800002\30A;800002;43837;7;1;2020;1;01/01/2020;01/03/2020;01/08/2020;01/07/2020;01/07/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3526672;PLATINUM;N45;STOCK ITEM;80;95.48;7638.26;98.88;7910.16;135.91;10873.07;79.451;9.699;89.15;0;0.24237;BRL;1;P003;10;14
800002\30A;800002;43837;7;1;2020;1;01/01/2020;01/08/2020;01/08/2020;01/07/2020;01/07/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3534203;PLATINUM;N45;STOCK ITEM;20;95.48;1909.56;98.88;1977.54;135.91;2718.27;79.451;9.699;89.15;0;0.24237;BRL;1;P003;10;14
800002\30A;800002;43837;7;1;2020;1;01/01/2020;01/10/2020;01/08/2020;01/07/2020;01/07/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3495785;PLATINUM;N30;STOCK ITEM;120;102.2;12263.77;105.18;12621.69;144.58;17349.4;79.451;9.699;89.15;0;0.24237;BRL;1;P003;10;14
800002\30A;800002;43839;9;1;2020;1;01/01/2020;01/08/2020;01/10/2020;01/09/2020;01/09/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3536628;BRONZE;N45;STOCK ITEM;20;67.66;1353.24;70.06;1401.17;96.3;1926.01;79.451;9.699;89.15;0;0.24237;BRL;1;P003;10;14
800002\30A;800002;43864;3;2;2020;1;02/01/2020;02/04/2020;02/04/2020;02/03/2020;02/03/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3514252;PLATINUM;N30;STOCK ITEM;60;107.59;6455.47;110.73;6643.87;152.21;9132.47;79.209;10.0295;89.2385;0;0.2426;BRL;1;P003;10;14
800002\30A;800002;43881;20;2;2020;1;02/01/2020;02/21/2020;02/21/2020;02/20/2020;02/20/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3552790;PLATINUM;N30;STOCK ITEM;40;110.19;4407.71;113.41;4536.34;155.89;6235.52;79.209;10.0295;89.2385;0;0.2426;BRL;1;P003;10;14
800002\30A;800002;43892;2;3;2020;1;03/01/2020;03/03/2020;03/03/2020;03/02/2020;03/02/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3541496;GOLD;N30;STOCK ITEM;20;57.99;1159.71;60.85;1216.9;70.14;1402.77;88.179;10.4565;98.6355;0;0.23228;BRL;1;P003;10;14
800002\30A;800002;43892;2;3;2020;1;03/01/2020;03/03/2020;03/03/2020;03/02/2020;03/02/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3555905;GOLD;N30;STOCK ITEM;20;72.91;1458.1;76.04;1520.81;87.66;1753.1;88.179;10.4565;98.6355;0;0.23228;BRL;1;P003;10;14
800002\30A;800002;43899;9;3;2020;1;03/01/2020;03/10/2020;03/10/2020;03/09/2020;03/09/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3559088;BRONZE;ZPL1;STOCK ITEM;20;72.22;1444.33;74.42;1488.45;102.3;2045.98;88.179;10.4565;98.6355;0;0.23228;BRL;1;P003;10;14
800002\30A;800002;43937;16;4;2020;2;04/01/2020;04/17/2020;04/17/2020;04/16/2020;04/16/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3543337;PLATINUM;N30;STOCK ITEM;100;132.5;13249.91;136.37;13636.61;187.44;18744.47;94.7825;11.999;106.7815;0;0.21151;BRL;1;P003;10;14
800002\30A;800002;43950;29;4;2020;2;04/01/2020;05/01/2020;05/01/2020;04/29/2020;04/29/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3567655;PLATINUM;6.00E+05;STOCK ITEM;20;112.74;2254.75;116.76;2335.26;160.5;3209.98;94.7825;11.999;106.7815;0;0.21151;BRL;1;P003;10;14
800002\30A;800002;43986;4;6;2020;2;06/01/2020;06/05/2020;06/05/2020;06/04/2020;06/04/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3571261;PLATINUM;N30;STOCK ITEM;100;127.3;12729.84;131.01;13101.37;180.09;18008.74;113.6665;13.1875;126.854;0;0.17974;BRL;1;P003;10;14
800002\30A;800002;44012;30;6;2020;2;06/01/2020;07/01/2020;07/01/2020;06/30/2020;06/30/2020;CA;103;Digital Business Dev;204;Digi Prntg Ctgs;38249989;1003;3595935;BRONZE;CIA;STOCK ITEM;20;118.63;2372.58;120.76;2415.19;139.2;2784.08;113.6665;13.1875;126.854;0;0.17974;BRL;1;P003;10;14
800002\30A;800002;44014;2;7;2020;3;07/01/2020;07/03/2020;07/03/2020;07/02/2020;07/02/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3571890;PLATINUM;N30;STOCK ITEM;100;135.2;13520.04;139.15;13914.63;191.27;19126.64;107.157;12.7365;119.8935;0;0.18382;BRL;1;P003;10;14
800002\30A;800002;44040;28;7;2020;3;07/01/2020;07/29/2020;07/29/2020;07/28/2020;07/28/2020;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3605795;BRONZE;N30;STOCK ITEM;200;68.49;13697.18;71.81;14362.81;98.71;19742.68;107.157;12.7365;119.8935;0;0.18382;BRL;1;P003;10;14
800002\30A;800002;44069;26;8;2020;3;08/01/2020;08/27/2020;08/27/2020;08/26/2020;08/26/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3615847;BRONZE;N30;STOCK ITEM;20;105.96;2119.22;110.15;2202.91;126.97;2539.38;110.1875;12.277;122.4645;0;0.19058;BRL;1;P003;10;14
800002\30A;800002;44075;1;9;2020;3;09/01/2020;09/02/2020;09/02/2020;09/01/2020;09/01/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3616672;BRONZE;ZPL1;STOCK ITEM;20;90.58;1811.68;93.8;1876.04;128.94;2578.76;88.0465;13.1295;101.176;0;0.18773;BRL;1;P003;10;14
800002\30A;800002;44078;4;9;2020;3;09/01/2020;09/08/2020;09/08/2020;09/04/2020;09/04/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3619289;PREMIER;6.00E+05;STOCK ITEM;20;122;2440.01;126.43;2528.54;173.78;3475.66;88.0465;13.1295;101.176;0;0.18773;BRL;1;P003;10;14
800002\30A;800002;44105;1;10;2020;4;10/01/2020;10/02/2020;10/02/2020;10/01/2020;10/01/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3591782;PLATINUM;N30;STOCK ITEM;100;142.15;14214.8;146.3;14629.66;201.1;20109.5;90.5195;13.1295;103.649;0;0.18151;BRL;1;P003;10;14
800002\30A;800002;44131;27;10;2020;4;10/01/2020;10/28/2020;10/28/2020;10/27/2020;10/27/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1003;3639102;BRONZE;N30;STOCK ITEM;20;101.63;2032.56;104.86;2097.25;120.88;2417.58;90.5195;13.1295;103.649;0;0.18151;BRL;1;P003;10;14
800002\30A;800002;44147;12;11;2020;4;11/01/2020;11/16/2020;11/13/2020;11/12/2020;11/12/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3606762;PLATINUM;N30;STOCK ITEM;100;136.13;13612.79;140.1;14010.1;192.58;19257.86;85.76;13.4025;99.1625;0;0.1795;BRL;1;P003;10;14
800002\30A;800002;44151;16;11;2020;4;11/01/2020;11/17/2020;11/17/2020;11/16/2020;11/16/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3646738;BRONZE;N28;STOCK ITEM;20;96.71;1934.12;99.83;1996.68;137.23;2744.58;85.76;13.4025;99.1625;0;0.1795;BRL;1;P003;10;14
800002\30A;800002;44155;20;11;2020;4;11/01/2020;11/23/2020;11/23/2020;11/19/2020;11/20/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3649072;PLATINUM;6.00E+05;STOCK ITEM;20;133.41;2668.22;138.11;2762.26;189.85;3796.93;85.76;13.4025;99.1625;0;0.1795;BRL;1;P003;10;14
800002\30A;800002;44165;30;11;2020;4;11/01/2020;12/01/2020;12/01/2020;11/30/2020;11/30/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3652749;PLATINUM;6.00E+05;STOCK ITEM;20;133.41;2668.21;138.11;2762.25;189.85;3796.92;85.76;13.4025;99.1625;0;0.1795;BRL;1;P003;10;14
800002\30A;800002;44173;8;12;2020;4;12/01/2020;12/09/2020;12/09/2020;12/08/2020;12/08/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3656130;PLATINUM;N30;STOCK ITEM;100;128.56;12856.49;132.32;13231.71;181.88;18187.92;108.2065;12.805;121.0115;0;0.18228;BRL;1;P003;10;14
800002\30A;800002;44181;16;12;2020;4;12/01/2020;12/17/2020;12/17/2020;12/16/2020;12/16/2020;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3659190;BRONZE;N30;STOCK ITEM;200;67.27;13454.23;69.95;13990.3;96.15;19230.66;108.2065;12.805;121.0115;0;0.18228;BRL;1;P003;10;14
800002\30A;800002;44183;18;12;2020;4;12/01/2020;12/21/2020;12/21/2020;12/18/2020;12/18/2020;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3656128;GOLD;N30;STOCK ITEM;20;82.73;1654.57;85.55;1710.99;98.62;1972.32;108.2065;12.805;121.0115;0;0.18228;BRL;1;P003;10;14
800003\260;800003;43108;8;1;2018;1;01/01/2018;01/15/2018;01/09/2018;01/08/2018;01/08/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3080838;FIRST DI;N45;STOCK ITEM;764;10.98;8391.24;12.05;9205.32;16.56;12653.37;5.98691;2.6;8.58691;0;0.30234;BRL;1;P024;10;14
800003\260;800003;43122;22;1;2018;1;01/01/2018;02/02/2018;01/23/2018;01/22/2018;01/22/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3093364;FIRST DI;N45;STOCK ITEM;382;10.87;4154.02;11.93;4557.03;16.4;6263.96;5.98691;2.6;8.58691;0;0.30234;BRL;1;P024;10;14
800003\260;800003;43139;8;2;2018;1;02/01/2018;02/09/2018;02/09/2018;02/08/2018;02/08/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3095914;FIRST DI;N45;STOCK ITEM;382;11;4203.11;12.07;4610.88;16.59;6337.99;5.96644;2.6;8.56644;0;0.31729;BRL;1;P024;10;14
800003\260;800003;43140;9;2;2018;1;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3111128;FIRST DI;N30;STOCK ITEM;191;11.83;2260.36;12.82;2448.44;17.62;3365.55;5.96644;2.6;8.56644;0;0.31729;BRL;1;P024;10;14
800003\260;800003;43140;9;2;2018;1;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3111698;PREMIER;N60;STOCK ITEM;191;12.96;2474.91;14.22;2716.19;19.55;3733.59;5.96644;2.6;8.56644;0;0.31729;BRL;1;P024;10;14
800003\260;800003;43152;21;2;2018;1;02/01/2018;02/21/2018;02/21/2018;02/21/2018;02/21/2018;CA;105;Colorants;206;Particle Dispersions;38249989;1000;3119608;FIRST DI;N30;STOCK ITEM;382;13.14;5017.91;13.88;5300.46;19.07;7285.85;5.96644;2.6;8.56644;0;0.31729;BRL;1;P024;10;14
800003\260;800003;43154;23;2;2018;1;02/01/2018;02/26/2018;02/26/2018;02/23/2018;02/23/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3119633;PREMIER;N60;STOCK ITEM;191;12.92;2467.81;14.18;2708.41;19.49;3722.9;5.96644;2.6;8.56644;0;0.31729;BRL;1;P024;10;14
800003\260;800003;43160;1;3;2018;1;03/01/2018;03/02/2018;03/02/2018;03/01/2018;03/01/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3124904;FIRST DI;N28;STOCK ITEM;382;9.75;3723.55;11.07;4229.54;15.22;5813.81;6.11634;2.6;8.71634;0;0.30789;BRL;1;P024;10;14
800003\260;800003;43172;13;3;2018;1;03/01/2018;03/12/2018;03/12/2018;03/09/2018;03/13/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3132554;VALUE CG;N30;STOCK ITEM;191;14.62;2792.29;15.08;2880.9;20.73;3960;6.11634;2.6;8.71634;0;0.30789;BRL;1;P024;10;14
800003\260;800003;43181;22;3;2018;1;03/01/2018;03/19/2018;03/26/2018;03/22/2018;03/22/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3128114;FIRST DI;N45;STOCK ITEM;764;11.16;8523.83;12.24;9350.78;16.82;12853.31;6.11634;2.6;8.71634;0;0.30789;BRL;1;P024;10;14
800003\260;800003;43192;2;4;2018;2;04/01/2018;04/03/2018;04/03/2018;04/02/2018;04/02/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3148957;FIRST DI;CIA;STOCK ITEM;191;10.93;2088.43;11.69;2233.55;16.07;3070.17;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43194;4;4;2018;2;04/01/2018;04/04/2018;04/04/2018;04/04/2018;04/04/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3150845;FIRST DI;N30;STOCK ITEM;191;14.62;2792.29;15.08;2880.9;20.73;3960;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43203;13;4;2018;2;04/01/2018;04/13/2018;04/13/2018;04/13/2018;04/13/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3157666;FIRST DI;CIA;STOCK ITEM;191;14.27;2725.57;14.82;2830.63;20.37;3890.9;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43203;13;4;2018;2;04/01/2018;04/16/2018;04/16/2018;04/13/2018;04/13/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3158753;FIRST DI;N30;STOCK ITEM;191;11.96;2284.36;13;2482.25;17.86;3412.02;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43208;18;4;2018;2;04/01/2018;04/19/2018;04/19/2018;04/18/2018;04/18/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3161111;FIRST DI;N28;STOCK ITEM;382;9.75;3723.55;11.07;4229.54;15.22;5813.81;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43210;20;4;2018;2;04/01/2018;04/09/2018;04/23/2018;04/20/2018;04/20/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3147592;FIRST DI;N45;STOCK ITEM;382;11.51;4398.61;12.63;4825.38;17.36;6632.82;6.20639;2.6;8.80639;0;0.30211;BRL;1;P024;10;14
800003\260;800003;43241;21;5;2018;2;05/01/2018;06/04/2018;05/22/2018;05/21/2018;05/21/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3179698;FIRST DI;N45;STOCK ITEM;382;12.71;4855.05;13.94;5326.11;19.17;7321.11;6.29534;2.6;8.89534;0;0.28827;BRL;1;P024;10;14
800003\260;800003;43250;30;5;2018;2;05/01/2018;06/04/2018;06/04/2018;05/30/2018;05/30/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3185534;PREMIER;N60;STOCK ITEM;191;14.78;2822.92;16.22;3098.14;22.3;4258.61;6.29534;2.6;8.89534;0;0.28827;BRL;1;P024;10;14
800003\260;800003;43266;15;6;2018;2;06/01/2018;06/18/2018;06/18/2018;06/15/2018;06/15/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3204783;FIRST DI;N45;STOCK ITEM;382;12.56;4797.48;13.78;5262.93;18.94;7234.28;6.48236;2.6;9.08236;0;0.27435;BRL;1;P024;10;14
800003\260;800003;43266;15;6;2018;2;06/01/2018;06/18/2018;06/18/2018;06/15/2018;06/15/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3205138;FIRST DI;N30;STOCK ITEM;191;13.41;2562.24;14.53;2775.43;19.97;3815.03;6.48236;2.6;9.08236;0;0.27435;BRL;1;P024;10;14
800003\260;800003;43269;18;6;2018;2;06/01/2018;06/18/2018;06/18/2018;06/18/2018;06/18/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3206003;VALUE CG;N30;STOCK ITEM;191;14.62;2792.29;14.96;2856.87;20.56;3926.98;6.48236;2.6;9.08236;0;0.27435;BRL;1;P024;10;14
800003\260;800003;43280;29;6;2018;2;06/01/2018;07/02/2018;07/02/2018;06/29/2018;06/29/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3212381;PREMIER;N60;STOCK ITEM;191;15.27;2916.22;16.76;3200.52;23.03;4399.34;6.48236;2.6;9.08236;0;0.27435;BRL;1;P024;10;14
800003\260;800003;43285;4;7;2018;3;07/01/2018;07/05/2018;07/05/2018;07/04/2018;07/04/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3218125;PREMIER;N60;STOCK ITEM;191;15.43;2946.41;16.93;3233.66;23.27;4444.89;6.87136;2.71565;9.58702;0;0.26496;BRL;1;P024;10;14
800003\260;800003;43291;10;7;2018;3;07/01/2018;07/11/2018;07/11/2018;07/10/2018;07/10/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3219637;FIRST DI;N45;STOCK ITEM;382;13.11;5009.09;14.39;5495.07;19.77;7553.36;6.87136;2.71565;9.58702;0;0.26496;BRL;1;P024;10;14
800003\260;800003;43293;12;7;2018;3;07/01/2018;07/13/2018;07/13/2018;07/12/2018;07/12/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3223776;FIRST DI;N45;STOCK ITEM;382;13.02;4973.49;14.28;5456;19.63;7499.65;6.87136;2.71565;9.58702;0;0.26496;BRL;1;P024;10;14
800003\260;800003;43311;30;7;2018;3;07/01/2018;07/26/2018;07/26/2018;07/26/2018;07/30/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3233796;FIRST DI;N28;STOCK ITEM;382;11.35;4334.47;12.45;4756.78;17.12;6538.54;6.87136;2.71565;9.58702;0;0.26496;BRL;1;P024;10;14
800003\260;800003;43312;31;7;2018;3;07/01/2018;08/01/2018;08/01/2018;07/31/2018;07/31/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3229412;PREMIER;N45;STOCK ITEM;382;12.59;4810.14;13.81;5276.83;18.99;7253.38;6.87136;2.71565;9.58702;0;0.26496;BRL;1;P024;10;14
800003\260;800003;43325;13;8;2018;3;08/01/2018;08/13/2018;08/13/2018;08/13/2018;08/13/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3245585;FIRST DI;N30;STOCK ITEM;191;14.62;2792.29;14.96;2856.87;20.56;3926.98;7.15864;2.71565;9.87429;0;0.2709;BRL;1;P024;10;14
800003\260;800003;43346;3;9;2018;3;09/01/2018;09/04/2018;09/04/2018;09/03/2018;09/03/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3259583;PREMIER;N45;STOCK ITEM;382;14.01;5353.57;15.37;5872.97;21.13;8072.81;7.31455;2.71565;10.03021;0;0.24542;BRL;1;P024;10;14
800003\260;800003;43363;20;9;2018;3;09/01/2018;09/21/2018;09/21/2018;09/20/2018;09/20/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3272124;FIRST DI;N30;STOCK ITEM;382;11.96;4568.72;13;4964.49;17.86;6824.05;7.31455;2.71565;10.03021;0;0.24542;BRL;1;P024;10;14
800003\260;800003;43364;21;9;2018;3;09/01/2018;09/24/2018;09/24/2018;09/21/2018;09/21/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3270315;PREMIER;N45;STOCK ITEM;382;13.89;5307.48;15.24;5822.42;20.95;8003.32;7.31455;2.71565;10.03021;0;0.24542;BRL;1;P024;10;14
800003\260;800003;43374;1;10;2018;4;10/01/2018;10/02/2018;10/02/2018;10/01/2018;10/01/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3279101;PREMIER;N45;STOCK ITEM;382;13.57;5183.38;14.89;5686.27;20.46;7816.18;7.31408;2.71565;10.02974;0;0.24451;BRL;1;P024;10;14
800003\260;800003;43376;3;10;2018;4;10/01/2018;10/04/2018;10/04/2018;10/03/2018;10/03/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3280360;FIRST DI;N60;STOCK ITEM;191;15.66;2990.76;17.18;3282.32;23.62;4511.78;7.31408;2.71565;10.02974;0;0.24451;BRL;1;P024;10;14
800003\260;800003;43384;11;10;2018;4;10/01/2018;10/15/2018;10/15/2018;10/11/2018;10/11/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3286887;FIRST DI;N28;STOCK ITEM;573;11.45;6562.19;12.53;7178.63;17.22;9867.52;7.31408;2.71565;10.02974;0;0.24451;BRL;1;P024;10;14
800003\260;800003;43396;23;10;2018;4;10/01/2018;10/25/2018;10/25/2018;10/23/2018;10/23/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3295278;GOLD;N60;STOCK ITEM;191;14.63;2793.75;16.05;3066.13;22.07;4214.61;7.31408;2.71565;10.02974;0;0.24451;BRL;1;P024;10;14
800003\260;800003;43405;1;11;2018;4;11/01/2018;11/05/2018;11/05/2018;11/01/2018;11/01/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3296507;PREMIER;N45;STOCK ITEM;382;12.6;4813;13.82;5279.95;19;7257.66;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43409;5;11;2018;4;11/01/2018;11/06/2018;11/06/2018;11/05/2018;11/05/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3302751;BRONZE;N30;STOCK ITEM;191;14.62;2792.29;15.21;2905.09;20.91;3993.26;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43412;8;11;2018;4;11/01/2018;11/09/2018;11/09/2018;11/08/2018;11/08/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3306422;PREMIER;N45;STOCK ITEM;382;12.74;4866.73;13.98;5338.89;19.21;7338.68;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43412;8;11;2018;4;11/01/2018;11/09/2018;11/09/2018;11/08/2018;11/08/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3306464;FIRST DI;N30;STOCK ITEM;191;13.61;2599.23;14.74;2815.51;20.26;3870.12;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43416;12;11;2018;4;11/01/2018;11/13/2018;11/13/2018;11/12/2018;11/12/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3306773;FIRST DI;N60;STOCK ITEM;191;14.87;2839.43;16.32;3116.26;22.43;4283.52;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43427;23;11;2018;4;11/01/2018;11/26/2018;11/26/2018;11/23/2018;11/23/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3314406;PREMIER;N45;STOCK ITEM;191;12.91;2466.37;14.17;2705.65;19.47;3719.11;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
800003\260;800003;43434;30;11;2018;4;11/01/2018;12/03/2018;12/03/2018;11/30/2018;11/30/2018;CA;104;Plastics & Composite;205;Thermoplastics;38249989;1000;3314412;PREMIER;N45;STOCK ITEM;382;13.07;4993.06;14.34;5477.48;19.71;7529.18;7.04361;2.71565;9.75927;0;0.26938;BRL;1;P024;10;14
